,Titre,Entreprise,Localisation,Lien,Compétences,mapped_role
346,Data Engineer - X Delivery,Boston Consulting Group (BCG),Casablanca,https://ma.linkedin.com/jobs/view/data-engineer-x-delivery-at-boston-consulting-group-bcg-4205212741?position=6&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=Khzl7KGAO22e6ddonPx1Qw%3D%3D,"airflow, aws, azure, ci/cd, data pipeline, django, docker, etl, fastapi, flask, git, google cloud, hadoop, java, jenkins, kafka, kubernetes, mongodb, mysql, nosql, postgresql, python, redis, spark, terraform",data engineer
347,Développeur fullstack NodeJS React,ALTEN,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-nodejs-react-at-alten-4274598177?position=7&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=9vIO8paXFosN%2FPnDObMbcg%3D%3D,"agile, aws, ci/cd, docker, gcp, graphql, javascript, kanban, kubernetes, microservices, mongodb, mysql, next.js, node.js, nosql, postgresql, react, redis, scrum, typescript, websocket",web developer
349,Lead Software Developer (Java/Cloud),Oracle,Casablanca,https://ma.linkedin.com/jobs/view/lead-software-developer-java-cloud-at-oracle-4236018733?position=9&pageNum=27&refId=96QBPh7ksKy9%2B%2BjmQ6hoUA%3D%3D&trackingId=D6%2B9cZeLtF%2FXu9PiNpaXJQ%3D%3D,"agile, angular, aws, azure, css, git, html, java, javascript, mongodb, node.js, nosql, oracle, python, spark, spring boot, sql, typescript",software engineer
355,Développeur Full Stack,Groupe SII,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-at-groupe-sii-4201032840?position=5&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=7NFP7tsVeZpAdm3CXzNTZw%3D%3D,"aws, ci/cd, react",web developer
359,Software Engineer Java,Société Générale,Casablanca,https://ma.linkedin.com/jobs/view/software-engineer-java-at-societe-generale-4195537608?position=9&pageNum=30&refId=pLhCZUF57IEFht2yKlx3qA%3D%3D&trackingId=%2ByUQSOAOLiQZY9FGAP%2B8Ag%3D%3D,"agile, angular, docker, java, jenkins, kafka, kubernetes, oracle, postgresql, spark, spring boot, sql",software engineer
362,Développeur(se) Full Stack expérimenté Java/React,Devoteam,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-full-stack-exp%C3%A9riment%C3%A9-java-react-at-devoteam-4103339135?position=2&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=XBg2kZ1WN0wOotmb%2B7K5zw%3D%3D,"agile, git, java, kanban, react, scrum, sql",web developer
367,"Senior/Expert Data Engineer (GCP, PUB/SUB, DBT, Big Query)",SQLI,Casablanca,https://ma.linkedin.com/jobs/view/senior-expert-data-engineer-gcp-pub-sub-dbt-big-query-at-sqli-4226421489?position=7&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=OsVYFFklu4GC1BxCSCuV9A%3D%3D,"agile, bigquery, gcp, machine learning, python, scrum, sql",data engineer
368,Senior Software Engineer - McKinsey Digital,McKinsey & Company,Casablanca,https://ma.linkedin.com/jobs/view/senior-software-engineer-mckinsey-digital-at-mckinsey-company-4219660462?position=8&pageNum=32&refId=O8nFp7dgfRUWKMxWVait7g%3D%3D&trackingId=k34uoQ%2Fn0eA0UbQmzYd0yQ%3D%3D,"agile, angular, aws, azure, c#, design patterns, docker, gcp, java, javascript, jenkins, mongodb, mysql, next.js, node.js, python, react, sql, typescript, vue.js",software engineer
376,Développeur Full Stack Java / React Sénior,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-java-react-s%C3%A9nior-at-alten-4277544027?position=6&pageNum=35&refId=CdeDE3LkkEZnZUyQ%2BFhkiw%3D%3D&trackingId=KravleugcPJPZ0qdXhcrBw%3D%3D,"bdd, ci/cd, design patterns, docker, git, java, kubernetes, mongodb, mysql, nosql, postgresql, react, scrum, spring boot",web developer
377,Senior Software Engineer,APM Terminals,Tanger,https://ma.linkedin.com/jobs/view/senior-software-engineer-at-apm-terminals-4277531971?position=7&pageNum=35&refId=CdeDE3LkkEZnZUyQ%2BFhkiw%3D%3D&trackingId=RJ%2BxrEv%2BYqGWF6qYw5AH8w%3D%3D,"agile, bdd, c#, c++, ci/cd, design patterns, gitlab, jenkins, kafka, kubernetes, microservices, nosql, scrum, sql, tdd",software engineer
378,Développeur Full Stack Senior Java / React JS,Payment Center For Africa - PCA,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-senior-java-react-js-at-payment-center-for-africa-pca-4253151359?position=8&pageNum=35&refId=CdeDE3LkkEZnZUyQ%2BFhkiw%3D%3D&trackingId=x4Dl2%2FSaVaZtVPlbDVlv1Q%3D%3D,"css, html, java, javascript, react",web developer
379,Data Analyst,CIH BANK,Casablanca,https://ma.linkedin.com/jobs/view/data-analyst-at-cih-bank-3812380359?position=9&pageNum=35&refId=CdeDE3LkkEZnZUyQ%2BFhkiw%3D%3D&trackingId=YmXV4flJyDmshfOcU06crQ%3D%3D,,data analyst
380,.NET Software Engineer,Forterro,Casablanca,https://ma.linkedin.com/jobs/view/net-software-engineer-at-forterro-4263969671?position=10&pageNum=35&refId=CdeDE3LkkEZnZUyQ%2BFhkiw%3D%3D&trackingId=fEvuQfyHNNe9FLURk%2FbX6Q%3D%3D,"agile, c#, css, html, javascript, sql",software engineer
382,Junior Back-End Developer,A3malouna.com,Rabat,https://ma.linkedin.com/jobs/view/junior-back-end-developer-at-a3malouna-com-4209061928?position=2&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=HWEnuhbT%2BcZg1B8IpR79Kw%3D%3D,"java, node.js, python",web developer
383,Développeur Front-End Javascript Vue.JS / Nest.JS,GEEKFACT,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-front-end-javascript-vue-js-nest-js-at-geekfact-4266168283?position=3&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=tl0mVfSmj9yfW2Xen1qTNw%3D%3D,javascript,web developer
386,Développeur Back-End/Front-End,BROME Consulting & Technology,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-front-end-at-brome-consulting-technology-4200182774?position=6&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=HYfmBUJCSomUcmbmmiN36A%3D%3D,"agile, angular, spring boot",web developer
387,Front End Developers - AI Training [Remote],Braintrust,Maroc,https://ma.linkedin.com/jobs/view/front-end-developers-ai-training-remote-at-braintrust-4220212389?position=7&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=IszutRz46SoSUOb2dH0w8A%3D%3D,"c#, c++, generative ai, java, javascript, python",web developer
389,Développeur full stack,BROME Consulting & Technology,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-at-brome-consulting-technology-4200184638?position=9&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=t187fng7fptvOjSqkvxnjA%3D%3D,java,web developer
390,Full Stack PHP (Laravel) Developer Rabat,A3malouna.com,Rabat,https://ma.linkedin.com/jobs/view/full-stack-php-laravel-developer-rabat-at-a3malouna-com-4225902806?position=10&pageNum=0&refId=0Ak6jxy9CmWUXV9a0s6q5A%3D%3D&trackingId=JS9DUJxk3zx%2FijmQvemD4w%3D%3D,"angular, css, design patterns, git, html, javascript, mysql, php",web developer
392,Développeur Java Full Stack (H/F),APSIDE Maroc,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-full-stack-h-f-at-apside-maroc-4264437343?position=2&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=VrKCfiL86NCDv0d4Nm8Ilw%3D%3D,"agile, angular, elasticsearch, git, java, kafka, kubernetes, spring boot",web developer
393,Full-Stack Java Developer,AVL,Rabat,https://ma.linkedin.com/jobs/view/full-stack-java-developer-at-avl-4281583966?position=3&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=HKXPw9AnoffsPmyjzX3iNA%3D%3D,"agile, azure, ci/cd, design patterns, docker, java, javascript, microservices, nosql, scrum, spring boot, sql, tdd, typescript",web developer
394,Full Stack Engineer,Steam-connect | empowering conversations,Casablanca,https://ma.linkedin.com/jobs/view/full-stack-engineer-at-steam-connect-empowering-conversations-4264613611?position=4&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=RW2NxICTOJ4fWM%2FAWBaU%2FQ%3D%3D,"agile, angular, c#, git, javascript, node.js, sql, vue.js",web developer
395,Développeur full stack Java Angular,Alter Solutions Group,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-java-angular-at-alter-solutions-group-4260889564?position=5&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=8%2BeGoSDMSIcNhnTwW9bN9w%3D%3D,"agile, angular, bdd, java, spring boot, tdd",web developer
396,Javascript Fullstack Engineer - Mid-Level,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-mid-level-at-lumenalta-4279536161?position=6&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=YqiBzmLF28mUL4LPla%2BAtg%3D%3D,sql,web developer
397,Developpeur Fullstack Java / Angular,Astek,Rabat,https://ma.linkedin.com/jobs/view/developpeur-fullstack-java-angular-at-astek-4269527627?position=7&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=j720heTPRcJsTa8c9jfscw%3D%3D,"agile, angular, ci/cd, gitlab, java, scrum",web developer
398,Ingénieur Full Stack/Ingénieure Full Stack,SII Group Morocco,Casablanca,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-full-stack-ing%C3%A9nieure-full-stack-at-sii-group-morocco-4268973048?position=8&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=%2BE1o2M%2B9SveVgPPXYSDjdg%3D%3D,"agile, ci/cd, git, kanban, scrum",web developer
399,Développeur Fullstack Senior Java/Angular,Inetum,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-senior-java-angular-at-inetum-4240913588?position=9&pageNum=2&refId=qPaW3UcA6Uly306B%2FyHHEg%3D%3D&trackingId=0D4I02%2F0iplpE%2FC6YSWALQ%3D%3D,"agile, angular, ci/cd, gitlab, java, jenkins, mysql, spring boot",web developer
401,Développeur Java Full Stack (Java / Spring Boot / Angular ),ALTEN,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-full-stack-java-spring-boot-angular-at-alten-4280090374?position=1&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=IvLvq2nLk2KDCFHmLn9DvA%3D%3D,"angular, ci/cd, docker, elasticsearch, git, google cloud, java, jenkins, kubernetes, postgresql, scrum, spring boot",web developer
403,Développeur Sénior Full Stack Java/Angular (H/F),Devoteam,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-full-stack-java-angular-h-f-at-devoteam-4266546247?position=3&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=9glNu2maD3XgmwEq4qg4Bw%3D%3D,"agile, angular, ci/cd, docker, git, java, jenkins, kubernetes, microservices, mysql, oracle, postgresql, scrum, spring boot, typescript",web developer
405,Développeur Sénior Java Back-End (H/F),Devoteam,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-java-back-end-h-f-at-devoteam-4174642420?position=5&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=UHNBH9fDAyyhDlkTv1V1Cg%3D%3D,"ci/cd, docker, git, gitlab, java, jenkins, kubernetes, microservices, mongodb, mysql, postgresql, spring boot",web developer
407,Back End Developer (ELK/Python),Cnexia,Maroc,https://ma.linkedin.com/jobs/view/back-end-developer-elk-python-at-cnexia-4058376415?position=7&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=ZZPk4Ad2UKWOoiOB5ft%2FVg%3D%3D,"java, mysql, oracle, python",web developer
408,Développeur Fullstack (.net/vuejs),Free-Work,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-fullstack-net-vuejs-at-free-work-4280218978?position=8&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=0X2JtqcA0HVKF%2FH7kZEfAw%3D%3D,"agile, azure, c#, scrum, sql, vue.js",web developer
410,Développeur Full Stack PHP,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-php-at-alten-4265316615?position=10&pageNum=5&refId=OxPEXWoM4FFrBT8Jj0mxgw%3D%3D&trackingId=kg29EwRukGnuJ2fB1zLELg%3D%3D,"css, git, html, javascript, mysql, php, sql",web developer
411,Développeur Back-End Senior Java,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-senior-java-at-alten-4270224834?position=1&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=VGLY0LOxhdO0rEuKkj2wmQ%3D%3D,"agile, ci/cd, git, gitlab, java, microservices, redis, scrum, tdd",web developer
412,Senior Back-End JS Engineer,CobbleWeb - The Online Marketplace Experts,Casablanca,https://ma.linkedin.com/jobs/view/senior-back-end-js-engineer-at-cobbleweb-the-online-marketplace-experts-4280974532?position=2&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=yDuJ0EwOfSOdZx9I7JIqqA%3D%3D,"agile, aws, docker, elasticsearch, mysql, postgresql, redis",web developer
413,Développeur Java Full Stack (Java / Spring Boot / Angular ),ALTEN MAROC,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-full-stack-java-spring-boot-angular-at-alten-maroc-4278222870?position=3&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=hpZtE0zrX8V6jFEB457oyQ%3D%3D,"angular, ci/cd, docker, elasticsearch, git, google cloud, java, jenkins, kubernetes, postgresql, scrum, spring boot",web developer
414,Javascript Fullstack Engineer - Senior,Lumenalta,Casablanca,https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-senior-at-lumenalta-4279537194?position=4&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=TCIYMbvWw%2BxbRjP%2FcEn9HA%3D%3D,"react, sql",web developer
415,Développeur Back-end Magento - F/H,Niji,Casablanca,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-magento-f-h-at-niji-4273890536?position=5&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=qHRnBNoWpP622wPYbjJDZA%3D%3D,agile,web developer
416,Développeur Sénior Back-End - F/H,"Matys, A Cegid Company",Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-s%C3%A9nior-back-end-f-h-at-matys-4279466708?position=6&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=2B7PO1uYf%2FkeQmtxk6c3BA%3D%3D,"azure, c#, kubernetes, microservices, react",web developer
417,Développeur  Back-End Expérimenté Java / Spring,ALTEN,Rabat,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-back-end-exp%C3%A9riment%C3%A9-java-spring-at-alten-4272053581?position=7&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=qnIih%2Bq4tWBmLzkfr30D3Q%3D%3D,"agile, ci/cd, docker, java, jenkins, kafka, kubernetes, linux, mongodb, nosql, postgresql, scrum, spring boot, sql, tdd",web developer
418,Fullstack developper senior - secteur bancaire,IT Road Consulting,Casablanca,https://ma.linkedin.com/jobs/view/fullstack-developper-senior-secteur-bancaire-at-it-road-consulting-4281613376?position=8&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=br%2Ff%2FJ5SstdniZtKkhce1g%3D%3D,"agile, angular, java, microservices, spring boot, typescript",web developer
419,Javascript Fullstack Engineer - Tech Lead,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/javascript-fullstack-engineer-tech-lead-at-lumenalta-4279538034?position=9&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=5OpJOzhmfkreklG%2BRBbopg%3D%3D,"javascript, node.js, react",web developer
420,Ingénieure ou Ingénieur Fullstack - Techlead H/F,Berger-Levrault,Rabat,https://ma.linkedin.com/jobs/view/ing%C3%A9nieure-ou-ing%C3%A9nieur-fullstack-techlead-h-f-at-berger-levrault-4221087391?position=10&pageNum=7&refId=hfINy9KmAfZJpha7oL1MRw%3D%3D&trackingId=xDc%2BpcGKCbRNE9phogM8KA%3D%3D,"agile, angular, ci/cd, docker, gitlab, java, scrum",web developer
